id,nombre,descripción,comentarios,reto,problemas físicos detectados,problemas digitales detectados,normas y estandares,metodología proyecto,ciudad,país,año,disciplina modelada,actividad principal,tipologia,entorno,fase,colaboracion,software,lat,lon,GBA (m2),Niveles,Tipo de Espacios,Vegetacion,Capacidad,Certificación,Altura (m),NSA (m2),FSR / CUS,Estacionamiento (Cajones),Costo Aproximado (USD)
P31,Corporativo CEMEX,Sede corporativa de alto nivel.,-,"Planeación: Como Modelador BIM Senior, analicé los requisitos de información para este proyecto de gemelo digital bajo ISO 19650. Mi labor inicial consistió en procesar nubes de puntos mediante metodología Scan to BIM, operando en el entorno común de datos CDE siguiendo los protocolos del BEP. Utilicé un asistente de inteligencia artificial para la revisión técnica de la documentación y una plataforma de gestión de tareas para asegurar que el nivel de necesidad de información cumpliera con PIR y EIR. Ejecución: Desarrollé el modelado multidisciplinario integrando arquitectura, estructura e instalaciones a partir de levantamientos digitales bajo Omniclass. Mediante el uso de scripts de programación visual, logré una mejora de tiempos en el procesamiento de datos y en la vinculación de parámetros técnicos. La inteligencia artificial funcionó como el motor del flujo global para la validación de la información de los activos corporativos. Utilicé herramientas de realidad aumentada para validar en sitio que el modelo digital coincidiera con la realidad construida, detectando desviaciones técnicas de forma proactiva. Realicé la detección de interferencias técnica y produje visualizaciones de alta calidad, manteniendo mi validación técnica humana final sobre la calidad de los metadatos cargados. Cierre: Finalicé mi participación técnica con la entrega de modelos en formato neutral IFC y la exportación de metadatos en formato COBie.. El formato BCF se utilizó como respaldo y evidencia de incidencias.","Problema 1, falta de correspondencia entre la colocación de las instalaciones y lo estipulado en los planos técnicos.",Ninguno relevante,"Planeación. ISO 19650 (Gestión de la información), PIR (Project Information Requirements), EIR (Exchange Information Requirements), BEP (BIM Execution Plan), CTE (Código Técnico de la Edificación), ISO 7817 (Nivel de necesidad de información), LOD (Level of Development), Omniclass (Construction Classification System). Ejecución. CDE (Common Data Environment). Cierre. IFC (Industry Foundation Classes), COBie (Construction Operations Building Information Exchange).",Closed BIM,CDMX,México,2025,Multidisciplina,Modelador BIM Senior,Corporativo,En Obra,Scan to BIM & Digital Twin,BIM Manager,"ACC, Dynamo/Python, Dalux, Excel, Gemini, Navisworks, Recap, Revit",19.43,-99.13,"2,522 m2",4,"Cafetería, Coffee stations, Estacionamiento, Lobby, Núcleos de servicios, Oficinas de planta abierta, Oficinas privadas, Rest room, Salas de capacitación, Salas de juntas, Sanitarios, Site de sistemas (IT)",-,50 Usuarios/Día,-,15.2 m,"2,144 m2",3.5,63,"$4,153,882.35 USD"
P30,Grazia,"Torre de usos mixtos: comercio, vivienda y oficinas.",-,"Planeación: Inicié mi labor técnica en este proyecto de obra nueva analizando los requisitos de información bajo la normativa ISO 19650. Como Modelador BIM Senior, operé en el entorno común de datos siguiendo los protocolos del plan de ejecución BEP. Organicé mis propios cronogramas de trabajo mediante una plataforma de gestión de tareas para cumplir con los hitos técnicos de entrega de información estructural y de pavimentos.Ejecución: Mi labor principal fue técnica y operativa, enfocada en encontrar la mejor modulación para el concreto en un área extensa. Realicé la modulación de cada segmento de pavimento para determinar si la maquinaria podía intervenir o si debía ejecutarse de manera manual. Este proceso exhaustivo cumplió con reglas técnicas de ancho y área máxima. Además, modelé el acero de refuerzo mediante un script diseñado para colocar los elementos, logrando una mejora de tiempos en el proceso. Este flujo de trabajo permitió contar con una base de datos técnica depurada para la cuantificación y gestión operativa futura del edificio. Cierre: Entregué la documentación técnica y tablas estructuradas en formatos neutrales IFC y COBie a través de hojas de cálculo. Este flujo garantizó una base de datos técnica depurada para la cuantificación y gestión operativa futura del edificio.. El formato BCF se utilizó como respaldo y evidencia de incidencias.",N/A,"Problema 1, un nivel de desarrollo (LOD) excesivo que compromete el rendimiento del modelo; Problema 2, nomenclatura de familias, planos y vistas inconsistente con los estándares del BEP; Problema 3, familias con descripciones ausentes o discrepantes respecto al catálogo técnico; Problema 4, tablas de cuantificación mal estructuradas con nombres y columnas erróneas; Problema 5, errores ortográficos generalizados en toda la documentación técnica; Problema 6, volumen excesivo de interferencias y colisiones no detectadas ni resueltas; Problema 7, vistas, planos y plantillas sin uso que sobrecargan innecesariamente el archivo; y Problema 8, mapeo de clases y parámetros IFC incorrecto que compromete la interoperabilidad de los datos.","Planeación. ISO 19650 (Gestión de la información), PIR (Project Information Requirements), EIR (Exchange Information Requirements), BEP (BIM Execution Plan), CTE (Código Técnico de la Edificación), ISO 7817 (Nivel de necesidad de información), LOD (Level of Development), Omniclass (Construction Classification System). Ejecución. CDE (Common Data Environment), BCF (BIM Collaboration Format), IDS (Information Delivery Specification). Cierre. IFC (Industry Foundation Classes), COBie (Construction Operations Building Information Exchange).",Open BIM,"Monterrey, N.L.",México,2025,Doc. y Cuan.,Modelador BIM Senior,Usos Mixtos,En Oficina,Obra Nueva,"BIM Manager, Coordinador BIM, Otros Modeladores","AutoCAD, Dalux, Dynamo / Python, Excel, Gemini AI, Plannerly, Power BI y Revit.",25.68,-100.31,"4,305 m2",4,"Alberca, Bares (zonas de ocio), Comercio, Cowork/oficinas, Departamentos (vivienda), Estacionamiento, Food Court, Gimnasio, Hotel, Jardines, Lavandería, Ludoteca","Ext: Huizache, Mezquite, Anacahuita, Agaves. Int: Potos, Sansevieria, Helechos.","0 Deptos, 105 Residentes, 66 Visitantes/Día",-,15.2 m,"3,659 m2",3.5,107,"$7,090,588.24 USD"
P29,Akasia,"Desarrollo vertical mixto: comercio, vivienda y oficinas.",-,"Planeación: Como Modelador BIM Senior, analicé los requisitos de información técnica para este desarrollo residencial en fase de obra nueva. Bajo la normativa ISO 19650 y el plan de ejecución BEP, operé en el entorno común de datos para organizar los flujos de información. Ejecución: Mi labor técnica se enfocó en la documentación y cuantificación. Solucioné el bajo rendimiento del archivo mediante la reducción de un nivel de desarrollo (LOD) excesivo y la eliminación de vistas y plantillas sin uso. Utilicé el software de modelado paramétrico para estandarizar la nomenclatura de familias y planos conforme al BEP, corrigiendo además el mapeo de parámetros IFC para asegurar la interoperabilidad. Mediante el uso de scripts de programación visual, logré una mejora de tiempos en la reestructuración de tablas de cuantificación que presentaban errores de datos y en la corrección de descripciones ausentes en el catálogo técnico. Resolví el volumen de colisiones no detectadas inicialmente mediante procesos de detección técnica, validando cada cambio con mi supervisión humana final. Cierre: Entregué la documentación técnica y las tablas estructuradas en formatos neutrales IFC y COBie mediante el uso de hojas de cálculo técnicas. Este flujo garantizó una base de datos de cuantificación fiel para la gestión futura del activo.. El formato BCF se utilizó como respaldo y evidencia de incidencias.",N/A,"Problema 1, un nivel de desarrollo (LOD) excesivo que compromete el rendimiento del modelo; Problema 2, nomenclatura de familias, planos y vistas inconsistente con los estándares del BEP; Problema 3, familias con descripciones ausentes o discrepantes respecto al catálogo técnico; Problema 4, tablas de cuantificación mal estructuradas con nombres y columnas erróneas; Problema 5, errores ortográficos generalizados en toda la documentación técnica; Problema 6, volumen excesivo de interferencias y colisiones no detectadas ni resueltas; Problema 7, vistas, planos y plantillas sin uso que sobrecargan innecesariamente el archivo; y Problema 8, mapeo de clases y parámetros IFC incorrecto que compromete la interoperabilidad de los datos.","Planeación. ISO 19650 (Gestión de la información), PIR (Project Information Requirements), EIR (Exchange Information Requirements), BEP (BIM Execution Plan), CTE (Código Técnico de la Edificación), ISO 7817 (Nivel de necesidad de información), LOD (Level of Development), Omniclass (Construction Classification System). Ejecución. CDE (Common Data Environment), BCF (BIM Collaboration Format), IDS (Information Delivery Specification). Cierre. IFC (Industry Foundation Classes), COBie (Construction Operations Building Information Exchange).",Open BIM,"Monterrey, N.L.",México,2025,Doc. y Cuan.,Modelador BIM Senior,Usos Mixtos,En Oficina,Obra Nueva,"BIM Manager, Coordinador BIM, Otros Modeladores","AutoCAD, Dalux, Dynamo / Python, Excel, Gemini AI, Plannerly, Power BI y Revit.",25.68,-100.31,"3,679 m2",4,"Alberca, Bares (zonas de ocio), Comercio, Cowork/oficinas, Departamentos (vivienda), Estacionamiento, Food Court, Gimnasio, Hotel, Jardines, Lavandería, Ludoteca","Ext: Huizache, Mezquite, Anacahuita, Agaves. Int: Potos, Sansevieria, Helechos.","25 Deptos, 89 Residentes, 57 Visitantes/Día",-,15.2 m,"3,127 m2",3.5,91,"$6,059,529.41 USD"
P28,Aeropuerto Int. Cancún,Infraestructura aeroportuaria (Confidencial).,-,Confidencial,Confidencial,Confidencial,Confidencial,Open BIM,"Cancún, Q.Roo",México,2025,Confidencial,Modelador BIM Senior,Infraestructura,En Oficina,Remodelación,Confidencial,"AutoCAD, Dalux, Dynamo / Python, Excel, Gemini AI, Plannerly, Power BI y Revit.",,,Confidencial,Confidencial,"Pistas, Terminal, Zonas operativas",-,-,-,-,-,-,-,Confidencial
P27,Tren Ligero,Sistema de transporte inter-estatal con trenes de última generación.,"En este proyecto estuve físicamente en obra, colaborando diariamente con compañeros de campo, de calidad, residentes y superintendentes, recabando la información que ellos me proporcionaban para actualizar mi modelo. Diariamente se me entregaban los tramos o la longitud pavimentada para actualizar mi modelo con el avance y, posteriormente, subir o sincronizar esta información con ACC, donde otros compañeros generaban tableros para compartir con el equipo o superiores.

Los compañeros del área de Control me compartían sus reportes de aquello que ya se le había cobrado al cliente o que estaba en proceso de cobro; esta información también se reflejaba en mi modelo. Un problema muy común eran las grietas, pues eran constantes y el cliente nos obligaba a demoler y reparar, lo cual era muy costoso. Mi modelo y reportes también reflejaban estas grietas detectadas y demolidas.

En algún momento se le pidió a la Superintendente (la máxima autoridad de la obra) TODA la información del tramo donde apareció la grieta, incluyendo: el concreto (suministrado por nosotros mismos, es decir, por el área de Concretos CEMEX), su resistencia, dosificación, el tiempo transcurrido entre la fabricación y el colado, quién lo dosificó, qué materiales se usaron, quién realizó el colado y bajo qué condiciones de viento, temperatura y humedad. Asimismo, se recabó información sobre qué acero se utilizó (nuevo o reciclado de otro proyecto), si la mano de obra era nueva, novata o especializada, qué producto se usó para curar el concreto (si es que se usó) y cómo era el índice de perfil de dicho tramo.

Toda esta información se procesó con la ayuda de la IA (Gemini) para detectar las posibles causas de las grietas. Se compartieron los hallazgos, el problema y la posible solución; pues en un tramo de alrededor de 12 km había cerca de 500 grietas y, tras este análisis, se redujo la aparición de grietas en un 90% aproximadamente.","Planeación:
Como Modelador BIM Senior, inicié mi labor técnica en este proyecto de infraestructura de transporte en Campeche bajo la normativa ISO 19650. Durante esta fase de obra nueva, definí los lineamientos operativos dentro del plan de ejecución BEP, alineándolos con los requisitos de información PIR y EIR. Mi enfoque principal consistió en establecer un nivel de desarrollo LOD adecuado para la disciplina de estructura, utilizando un entorno común de datos CDE para centralizar la información técnica y asegurar la coordinación inicial del proyecto.

Ejecución:
Mi función se desarrolló directamente en el sitio de construcción, colaborando con los equipos de campo para integrar los avances diarios de pavimentación en la plataforma de gestión en la nube. Uno de los mayores desafíos físicos fue la detección de desviaciones en el trazado y la identificación de patrones de agrietamiento. Mediante el uso de un asistente de inteligencia artificial como motor del flujo global, analicé datos de dosificación del concreto y condiciones climáticas, logrando reducir la aparición de grietas en un 90%, lo que optimizó significativamente los costos de reparación para el cliente. En el plano digital, resolví deficiencias como el uso de familias con descripciones ausentes y nomenclaturas inconsistentes bajo el sistema de clasificación Omniclass. Utilicé herramientas de programación visual para mejorar los tiempos en la reestructuración de tablas de cuantificación que presentaban errores y corregí el mapeo de parámetros IFC para facilitar la interoperabilidad técnica. También eliminé vistas y plantillas sin uso que afectaban el rendimiento del archivo, resolviendo el volumen de interferencias técnica antes de las revisiones de avance.

Cierre:
Finalicé mi participación técnica con la entrega de los modelos finales en formatos neutrales IFC y COBie, empleando hojas de cálculo para la validación de los metadatos. Este flujo permitió cumplir con las exigencias del código técnico CTE y proporcionó una base de datos fiel para la gestión futura de la infraestructura. El formato BCF se utilizó como respaldo para documentar las incidencias y soluciones técnicas aplicadas durante todo el proceso, manteniendo siempre mi supervisión humana final sobre la calidad de la información entregada.","Problema 1, detección de desviaciones en el trazado del pavimento respecto a las especificaciones originales de diseño; y Problema 2, identificación de patrones de agrietamiento para evaluar la viabilidad de demolición mediante un análisis de costos, permitiendo proponer alternativas de conservación al cliente en casos de alto impacto económico.","Problema 1, un nivel de desarrollo (LOD) excesivo que compromete el rendimiento del modelo; Problema 2, nomenclatura de familias, planos y vistas inconsistente con los estándares del BEP; Problema 3, familias con descripciones ausentes o discrepantes respecto al catálogo técnico; Problema 4, tablas de cuantificación mal estructuradas con nombres y columnas erróneas; Problema 5, errores ortográficos generalizados en toda la documentación técnica; Problema 6, volumen excesivo de interferencias y colisiones no detectadas ni resueltas; Problema 7, vistas, planos y plantillas sin uso que sobrecargan innecesariamente el archivo; y Problema 8, mapeo de clases y parámetros IFC incorrecto que compromete la interoperabilidad de los datos.","Planeación. ISO 19650 (Gestión de la información), PIR (Project Information Requirements), EIR (Exchange Information Requirements), BEP (BIM Execution Plan), CTE (Código Técnico de la Edificación), LOD (Level of Development), Omniclass (Construction Classification System). Ejecución. CDE (Common Data Environment), BCF (BIM Collaboration Format). Cierre. IFC (Industry Foundation Classes), COBie (Construction Operations Building Information Exchange).",Open BIM,"Campeche, Camp.",México,2024,Estructura,Modelador BIM Senior,Infraestructura,En Obra,Obra Nueva,"Superintendente, Residente, Jefe de Control, Jefe de Seguridad, Contratistas, Cliente, Otros Modeladores","AutoCAD, Dalux, Excel, Gemini AI, Plannerly, Power BI y Revit.",19.83,-90.53,12 km,1,"Estaciones (12), Superficie de rodamiento, Talleres",-,"25,000 Vehículos/Día",-,-,-,-,-,"$50,000,000.00 USD"
P26,Tawra,"Desarrollo vertical de usos mixtos: comercio, vivienda, oficinas y hotel.",-,"Planeación: Inicié mi labor técnica en este proyecto residencial analizando los requisitos de intercambio de información bajo la normativa ISO 19650. Como Modelador BIM Senior, operé en el entorno común de datos siguiendo los lineamientos del plan de ejecución BEP en fase de obra nueva. Ejecución: Desarrollé el modelado especializado de instalaciones MEP. Solucioné problemas de interoperabilidad técnica corrigiendo el mapeo de parámetros IFC y estandaricé las descripciones de familias según el catálogo técnico. Corregí errores ortográficos y reestructuré las tablas de cuantificación para asegurar la integridad de los datos de salida. Utilicé herramientas de visualización de alta calidad para comunicar interferencias complejas Este flujo de trabajo permitió contar con una base de datos técnica depurada para la cuantificación y gestión operativa futura del edificio. Este flujo de trabajo permitió contar con una base de datos técnica depurada para la cuantificación y gestión operativa futura del edificio. La integración de estos procesos técnicos aseguró la transparencia operativa y la integridad de los modelos federados para todas las especialidades involucradas. Cierre: Finalicé mi participación técnica con la entrega de modelos en formatos neutrales IFC y la exportación de metadatos técnicos en COBie.. El formato BCF se utilizó como respaldo y evidencia de incidencias.",N/A,"Problema 1, un nivel de desarrollo (LOD) excesivo que compromete el rendimiento del modelo; Problema 2, nomenclatura de familias, planos y vistas inconsistente con los estándares del BEP; Problema 3, familias con descripciones ausentes o discrepantes respecto al catálogo técnico; Problema 4, tablas de cuantificación mal estructuradas con nombres y columnas erróneas; Problema 5, errores ortográficos generalizados en toda la documentación técnica; Problema 6, volumen excesivo de interferencias y colisiones no detectadas ni resueltas; Problema 7, vistas, planos y plantillas sin uso que sobrecargan innecesariamente el archivo; y Problema 8, mapeo de clases y parámetros IFC incorrecto que compromete la interoperabilidad de los datos.","Planeación. ISO 19650 (Gestión de la información), PIR (Project Information Requirements), EIR (Exchange Information Requirements), BEP (BIM Execution Plan), CTE (Código Técnico de la Edificación), LOD (Level of Development), Omniclass (Construction Classification System). Ejecución. CDE (Common Data Environment), BCF (BIM Collaboration Format). Cierre. IFC (Industry Foundation Classes), COBie (Construction Operations Building Information Exchange).",Open BIM,"Monterrey, N.L.",México,2024,MEP,Modelador BIM Senior,Usos Mixtos,En Oficina,Obra Nueva,"BIM Manager, Coordinador BIM, Otros Modeladores","AutoCAD, Dalux, Dynamo / Python, Excel, Gemini AI, Plannerly, Power BI y Revit.",25.68,-100.31,"11,800 m2",15,"Alberca, Bares (zonas de ocio), Comercio, Cowork/oficinas, Departamentos (vivienda), Estacionamiento, Food Court, Gimnasio, Hotel, Jardines, Lavandería, Ludoteca","Ext: Huizache, Mezquite, Anacahuita, Agaves. Int: Potos, Sansevieria, Helechos.","83 Deptos, 288 Residentes, 183 Visitantes/Día",Potencial LEED,57.0 m,"10,030 m2",3.5,295,"$13,882,352.94 USD"
P25,Puentes Periféricos,Rehabilitación de puentes estratégicos sobre río para conectividad urbana.,"Mi objetivo principal fue modelar a través de una nube de puntos para detectar desviaciones, inclinaciones o daños en la estructura. Tras obtener el modelo actual, la finalidad era determinar, con la ayuda del modelo y el resto del equipo, si los puentes podrían conservarse o tenían que remodelarse o demolerse.

Participamos dos equipos clave: mi equipo modeló la subestructura (la parte inferior), mientras que otra empresa modelaba la superestructura (la parte superior). Al final resultaron 4 modelos: dos de fase actual o existente y dos modelos nuevos, pues se determinó que ambos puentes debían ser demolidos. Con ayuda del modelo, se obtuvo con precisión el volumen a demoler.","Planeación: Como Modelador BIM Senior Lider, analicé los requisitos de intercambio de información técnica para esta remodelación estructural bajo ISO 19650. Bajo el plan de ejecución BEP, utilicé una plataforma de gestión de tareas para organizar cronogramas operativos y asignar actividades técnicas al equipo de modeladores, asegurando el cumplimiento de PIR y EIR. Ejecución: Mi labor técnica principal consistió en el modelado estructural de la subestructura a partir de nubes de puntos bajo metodología Scan to BIM. Detecté el problema físico de inclinación de pilares fuera de los límites de tolerancia técnica mediante análisis geométrico en el modelo digital; esta identificación proporcionó el sustento técnico para determinar la demolición necesaria. Digitalmente, resolví deficiencias como un LOD excesivo, nomenclaturas inconsistentes y tablas de cuantificación mal estructuradas mediante el uso de software de modelado paramétrico. Corregí errores ortográficos y ajusté el mapeo de parámetros IFC para facilitar la interoperabilidad en el CDE, manteniendo siempre mi supervisión técnica humana final antes de la carga de información. Este flujo de trabajo permitió contar con una base de datos técnica depurada para la cuantificación y gestión operativa futura del edificio. Cierre: Entregué los modelos finales en formato neutral IFC y la exportación de metadatos en COBie mediante el uso de hojas de cálculo.. El formato BCF se utilizó como respaldo y evidencia de incidencias.","Problema 1, inclinación de los pilares por encima de los límites de tolerancia técnicos permitidos.","Problema 1, un nivel de desarrollo (LOD) excesivo que compromete el rendimiento del modelo; Problema 2, nomenclatura de familias, planos y vistas inconsistente con los estándares del BEP; Problema 3, familias con descripciones ausentes o discrepantes respecto al catálogo técnico; Problema 4, tablas de cuantificación mal estructuradas con nombres y columnas erróneas; Problema 5, errores ortográficos generalizados en toda la documentación técnica; Problema 6, volumen excesivo de interferencias y colisiones no detectadas ni resueltas; Problema 7, vistas, planos y plantillas sin uso que sobrecargan innecesariamente el archivo; y Problema 8, mapeo de clases y parámetros IFC incorrecto que compromete la interoperabilidad de los datos.","Planeación. ISO 19650 (Gestión de la información), PIR (Project Information Requirements), EIR (Exchange Information Requirements), BEP (BIM Execution Plan), CTE (Código Técnico de la Edificación), LOD (Level of Development), Omniclass (Construction Classification System). Ejecución. CDE (Common Data Environment), BCF (BIM Collaboration Format). Cierre. IFC (Industry Foundation Classes), COBie (Construction Operations Building Information Exchange).",Open BIM,Edo. Méx.,México,2024,Estructura,Modelador BIM Senior Lider,Infraestructura,En Obra,Remodelación,"Superintendente, Residente, Jefe de Control, Jefe de Seguridad, Contratistas, Cliente, Otros Modeladores","AutoCAD, Dalux, Excel, Gemini AI, Plannerly, Power BI, Recap y Revit.",19.5,-99.5,150 m,1,"Cimentación profunda, Iluminación, Superestructura",-,-,-,-,-,-,-,"$5,989,176.47 USD"
P24,Confidencial,Proyecto de infraestructura de seguridad nacional,-,Confidencial,Confidencial,Confidencial,Confidencial,Closed BIM,Confidencial,México,2024,Confidencial,Modelador BIM Senior,Confidencial,En Obra,Confidencial,Confidencial,Confidencial,,,Confidencial,Confidencial,Confidencial,Confidencial,-,-,-,-,-,-,Confidencial
P23,Confidencial,Proyecto de infraestructura de seguridad nacional,-,Confidencial,Confidencial,Confidencial,Confidencial,Closed BIM,Confidencial,México,2024,Confidencial,Modelador BIM Senior,Confidencial,En Obra,Confidencial,Confidencial,Confidencial,,,Confidencial,Confidencial,Confidencial,Confidencial,-,-,-,-,-,-,Confidencial
P22,Metrobús Línea 3,Sistema de transporte masivo de última generación para movilidad urbana.,-,"Planeación: Como Modelador BIM Senior, analicé los requisitos de información técnica para este proyecto de transporte bajo ISO 19650. Bajo el plan de ejecución BEP, utilicé una plataforma de gestión de tareas para organizar cronogramas y asegurar el cumplimiento de hitos en el CDE. Ejecución: Mi función operativa se centró en la documentación técnica y cuantificación de materiales. Solucioné el bajo rendimiento del archivo reduciendo un LOD excesivo que comprometía la operatividad y depuré el modelo de elementos sin uso bajo Omniclass. Utilicé el software de modelado paramétrico para estandarizar la nomenclatura conforme al BEP y corregí el mapeo de parámetros IFC para asegurar la interoperabilidad técnica. Resolví el volumen de interferencias no detectadas inicialmente, validando cada cambio con mi supervisión humana final. Este flujo de trabajo permitió contar con una base de datos técnica depurada para la cuantificación y gestión operativa futura del edificio. Este flujo de trabajo permitió contar con una base de datos técnica depurada para la cuantificación y gestión operativa futura del edificio. Cierre: Entregué la documentación técnica y las tablas estructuradas en formatos neutrales IFC y COBie mediante el uso de hojas de cálculo.. El formato BCF se utilizó como respaldo y evidencia de incidencias.",N/A,"Problema 1, un nivel de desarrollo (LOD) excesivo que compromete el rendimiento del modelo; Problema 2, nomenclatura de familias, planos y vistas inconsistente con los estándares del BEP; Problema 3, familias con descripciones ausentes o discrepantes respecto al catálogo técnico; Problema 4, tablas de cuantificación mal estructuradas con nombres y columnas erróneas; Problema 5, errores ortográficos generalizados en toda la documentación técnica; Problema 6, volumen excesivo de interferencias y colisiones no detectadas ni resueltas; Problema 7, vistas, planos y plantillas sin uso que sobrecargan innecesariamente el archivo; y Problema 8, mapeo de clases y parámetros IFC incorrecto que compromete la interoperabilidad de los datos.","Planeación. ISO 19650 (Gestión de la información), PIR (Project Information Requirements), EIR (Exchange Information Requirements), BEP (BIM Execution Plan), CTE (Código Técnico de la Edificación), LOD (Level of Development), Omniclass (Construction Classification System). Ejecución. CDE (Common Data Environment), BCF (BIM Collaboration Format). Cierre. IFC (Industry Foundation Classes), COBie (Construction Operations Building Information Exchange).",Closed BIM,CDMX,México,2024,Doc. y Cuan.,Modelador BIM Senior,Infraestructura,En Oficina,Obra Nueva,"Superintendente, Residente, Jefe de Control, Jefe de Seguridad, Contratistas, Cliente, Otros Modeladores","BIM 360, Excel, Navisworks, Power BI, Revit, Speckle",19.43,-99.13,23 km,1,"Estaciones, Superficie de rodamiento, Talleres","Ext: Jacarandas, Pinos, Encinos. Int: Cuna de Moisés, Palo de Brasil, Ficus.",-,-,3.8 m,20 m2,3.5,-,$0.00 USD
P21,Belgica,Edificio residencial con áreas verdes y conectividad urbana.,-,"Planeación: Inicié mi labor técnica en este desarrollo residencial analizando los requisitos de intercambio de información bajo ISO 19650. Como Modelador BIM Senior, operé en el entorno común de datos CDE siguiendo los protocolos del BEP en fase de obra nueva. Ejecución: Desarrollé el modelado de arquitectura integrando la geometría técnica bajo Omniclass para lograr una base de datos coherente. Solucioné problemas de rendimiento mediante la depuración de vistas sin uso y la reducción de un LOD excesivo. Utilicé el software de modelado para completar descripciones ausentes en las familias según el catálogo técnico y estandaricé la nomenclatura. Mediante el uso de herramientas de gestión de datos, logré una mejora de tiempos en la organización de la documentación y la corrección de tablas de cuantificación. Realicé la resolución de interferencias técnica y produje imágenes de alta calidad para las revisiones de avance, manteniendo siempre mi validación técnica humana final. Este flujo de trabajo permitió contar con una base de datos técnica depurada para la cuantificación y gestión operativa futura del edificio. Cierre: Finalicé mi participación técnica con la entrega de modelos en formato neutral IFC y la exportación de metadatos en formato COBie.. El formato BCF se utilizó como respaldo y evidencia de incidencias.",N/A,"Problema 1, un nivel de desarrollo (LOD) excesivo que compromete el rendimiento del modelo; Problema 2, nomenclatura de familias, planos y vistas inconsistente con los estándares del BEP; Problema 3, familias con descripciones ausentes o discrepantes respecto al catálogo técnico; Problema 4, tablas de cuantificación mal estructuradas con nombres y columnas erróneas; Problema 5, errores ortográficos generalizados en toda la documentación técnica; Problema 6, volumen excesivo de interferencias y colisiones no detectadas ni resueltas; Problema 7, vistas, planos y plantillas sin uso que sobrecargan innecesariamente el archivo; y Problema 8, mapeo de clases y parámetros IFC incorrecto que compromete la interoperabilidad de los datos.","Planeación. ISO 19650 (Gestión de la información), PIR (Project Information Requirements), EIR (Exchange Information Requirements), BEP (BIM Execution Plan), CTE (Código Técnico de la Edificación), LOD (Level of Development), Omniclass (Construction Classification System). Ejecución. CDE (Common Data Environment), BCF (BIM Collaboration Format). Cierre. IFC (Industry Foundation Classes), COBie (Construction Operations Building Information Exchange).",Open BIM,"Monterrey, N.L.",México,2024,Arquitectura,Modelador BIM Senior,Usos Mixtos,En Oficina,Obra Nueva,"BIM Manager, Coordinador BIM, Otros Modeladores","AutoCAD, Dalux, Dynamo / Python, Excel, Gemini AI, Plannerly, Power BI y Revit.",25.68,-100.31,"4,887 m2",14,"Alberca, Bares (zonas de ocio), Comercio, Cowork/oficinas, Departamentos (vivienda), Estacionamiento, Food Court, Gimnasio, Hotel, Jardines, Lavandería, Ludoteca","Ext: Huizache, Mezquite, Anacahuita, Agaves. Int: Potos, Sansevieria, Helechos.","34 Deptos, 119 Residentes, 76 Visitantes/Día",-,53.2 m,"4,154 m2",3.5,122,"$8,049,176.47 USD"
P20,Salón Hernández,Salón de eventos personalizado para celebraciones sociales.,-,"Planeación: Como Modelador BIM Senior, analicé los requisitos de información técnica para este proyecto de remodelación de 160 m2 bajo la normativa ISO 19650. Bajo el plan de ejecución BEP, operé en el entorno común de datos para organizar los cronogramas operativos y cumplir con los hitos de entrega de la información arquitectónica técnica. Ejecución: Desarrollé el modelado de arquitectura para la remodelación, integrando la geometría técnica de los elementos existentes y las propuestas de intervención funcional. Realicé la extracción de datos del modelo paramétrico para generar planos de demolición, acabados técnicos y tablas de planificación. Al no presentarse problemas físicos o digitales críticos registrados, enfoqué mis esfuerzos en validar que la calidad técnica de la información fuera óptima para la interoperabilidad de los datos. Produje visualizaciones de alta calidad para las revisiones técnicas, manteniendo siempre mi supervisión humana final sobre la integridad de los modelos cargados en el entorno colaborativo. Este flujo de trabajo permitió contar con una base de datos técnica depurada para la cuantificación y gestión operativa futura del edificio. Cierre: Entregué los modelos técnicos finales en formatos neutrales IFC y COBie mediante el uso de herramientas de hojas de cálculo. ; alternativa técnica ante fallas en sincronización automática.. El formato BCF se utilizó como respaldo y evidencia de incidencias.",N/A,Ninguno relevante,"Planeación. EIR (Exchange Information Requirements), BEP (BIM Execution Plan), CTE (Código Técnico de la Edificación), LOD (Level of Development). Ejecución. CDE (Common Data Environment), Cierre. IFC (Industry Foundation Classes)",Closed BIM,"Orizaba, Ver.",México,2024,Arquitectura,Modelador BIM Senior,Comercial,En Oficina,Remodelación,Superintendente de Control de Proyecto,"Excel, Revit, Twinmotion",18.84,-97.1,160 m2,1,"Bodega de mobiliario, Cocina de preparación, Foyer, Sanitarios, Área de eventos","Ext: Jacarandas, Pinos, Encinos. Int: Cuna de Moisés, Palo de Brasil, Ficus.",-,-,3.8 m,136 m2,3.5,4,"$263,529.41 USD"
